TrainLoss, TrainAcc, ValLoss, ValAcc 
0.9687770086989448,0.6432333333333333,0.9536550966814663,0.6496666666666666,
0.5627211644357781,0.8174333333333333,0.5415794907729301,0.819,
0.48154042458858604,0.8497333333333333,0.46829432176172886,0.85,
0.4138891208801863,0.8710333333333333,0.4059846797144931,0.872,
0.39526902447392714,0.8766,0.3942742296867825,0.8763333333333333,
0.35596888833415374,0.8898666666666667,0.3594031786872437,0.8873333333333333,
0.3153491320562774,0.9038666666666667,0.3223101260734281,0.899,
0.2790039238374278,0.9150666666666667,0.28885532216371784,0.9093333333333333,
0.25177983683320626,0.9235333333333333,0.2634771827089411,0.9176666666666666,
0.23000812814618005,0.9308,0.2441120336507649,0.9233333333333333,
0.21623805855958647,0.9354333333333333,0.231813895628172,0.9276666666666666,
0.2050779659100082,0.9395666666666667,0.22195708942332473,0.9313333333333333,
0.19567763747572617,0.9424666666666667,0.21391526815104991,0.933,
0.1847920102051304,0.9463,0.2042998008688882,0.937,
0.17556906241357617,0.9488333333333333,0.19639158429032175,0.9383333333333334,
0.17276679060117225,0.9491,0.1958269593142287,0.9373333333333334,
0.1596919097403403,0.9532666666666667,0.18519204789692645,0.9413333333333334,
0.15029749722786248,0.9562,0.17656019801605768,0.9446666666666667,
0.14422926234348943,0.9581,0.17217575615842035,0.9456666666666667,
0.13995347760200513,0.9591666666666666,0.1691766222391994,0.9456666666666667,
0.1317377802178687,0.9621,0.1617661454138871,0.9483333333333334,
0.12816789305014847,0.9633333333333334,0.15920635341005424,0.9486666666666667,
0.12335888894032083,0.9647333333333333,0.15560602597251924,0.949,
0.11968077976821448,0.9655666666666667,0.15375098200905676,0.95,
0.11633862810744555,0.9668666666666667,0.1519508358053789,0.9506666666666667,
0.1132064418935429,0.9680666666666666,0.1496131259619241,0.9503333333333334,
0.11036488502856454,0.9689666666666666,0.1483248402880845,0.952,
0.10743956707456814,0.9697,0.14659580758164717,0.9526666666666667,
0.10443553576787809,0.9704333333333334,0.14498490949602855,0.953,
0.10216788560854902,0.971,0.1441574635363214,0.9526666666666667,
0.10015671007067475,0.9712666666666666,0.1432638428859464,0.954,
0.09762192292122156,0.9721,0.142423757709957,0.9526666666666667,
0.09552023806758932,0.9729333333333333,0.14090538369486155,0.9536666666666667,
0.09373850327796322,0.9735666666666667,0.14022035688120096,0.954,
0.09168333057324922,0.9742333333333333,0.14008855477616303,0.9533333333333334,
0.08984314132809705,0.9746333333333334,0.13892124763340685,0.9543333333333334,
0.08800409081743707,0.9751666666666666,0.1382977711538632,0.955,
0.08643352030058375,0.9755333333333334,0.13810903406661088,0.9546666666666667,
0.08473493523819126,0.9759,0.13781860960393763,0.955,
0.0831329822509909,0.9762,0.13772064527903605,0.9556666666666667,
0.0815760017207537,0.9765666666666667,0.13739264746755506,0.9563333333333334,
0.08027905905937285,0.9770333333333333,0.13731915726002542,0.956,
0.07881055216620095,0.9771,0.13681388004213094,0.957,
0.07746178698273692,0.9776,0.1366258436603318,0.9566666666666667,
0.07631112985704808,0.9777,0.13676740268877358,0.9566666666666667,
0.07501791755391983,0.9782,0.13653448250166658,0.9573333333333334,
0.0738210062569551,0.9786,0.13659256681598472,0.957,
0.07271461258752016,0.9786666666666667,0.1370750704155931,0.9576666666666667,
0.07157036261201498,0.9788666666666667,0.1372063075822903,0.9576666666666667,
0.07018501361925454,0.9796333333333334,0.13721013416407532,0.9576666666666667,
